id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,sinpkt,dinpkt,sjit,djit,udp_packet_rate,sttl,dttl,sloss,dloss,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,tcp_syn_count,tcp_fin_count,tcp_rst_count,threat_category,flow_id,timestamp,protocol,duration,src_bytes,dst_bytes,src_packets,dst_packets,anomaly_score,suspicion_reason
77.0,4.112,udp,ftp,CON,78.0,58.0,2603.0,868.0,17.3,633.03,211.09,33.37,14.97,0.0527,0.0709,0.496,0.437,17.3,128.0,64.0,5.0,2.0,512.0,512.0,0.0,0.0,0.367,0.155,0.02,3.0,0.0,20.0,99.0,2.0,3.0,1.0,3.0,7.0,77.0,0.0,0.0,0.0,1.0,Exploits,Attack,15.0,15.0,7.0,Malicious,,,,,,,,,,
78.0,21.93,tcp,-,CON,2048.0,1265.0,93450.0,28326.0,185.4,4261.29,1291.66,45.63,22.39,0.0107,0.0173,0.826,0.32,0.0,255.0,128.0,257.0,79.0,8192.0,2048.0,0.0,0.0,0.449,0.084,0.006,0.0,0.0,10.0,65.0,20.0,10.0,3.0,11.0,26.0,90.0,0.0,0.0,0.0,1.0,DoS,Attack,1638.0,204.0,204.0,Malicious,,,,,,,,,,
79.0,18.263,tcp,-,CON,1867.0,702.0,27695.0,5691.0,172.3,1516.45,311.61,14.83,8.11,0.0098,0.026,0.729,0.771,0.0,128.0,255.0,291.0,54.0,8192.0,1024.0,0.0,0.0,0.046,0.078,0.016,2.0,0.0,2.0,30.0,3.0,5.0,3.0,9.0,5.0,28.0,0.0,0.0,0.0,1.0,DoS,Attack,1493.0,186.0,186.0,Malicious,,,,,,,,,,
80.0,3.199,tcp,http,CON,205.0,139.0,20099.0,22216.0,117.5,6282.9,6944.67,98.04,159.83,0.0156,0.023,0.614,0.436,0.0,255.0,128.0,9.0,3.0,8192.0,8192.0,0.0,0.0,0.293,0.15,0.082,0.0,367.0,11.0,3.0,14.0,9.0,1.0,13.0,5.0,39.0,0.0,0.0,1.0,0.0,Worms,Attack,61.0,41.0,20.0,Malicious,,,,,,,,,,
81.0,23.96,tcp,telnet,CON,168.0,106.0,6604.0,5892.0,43.2,275.63,245.91,39.31,55.58,0.1426,0.226,0.489,0.221,0.0,64.0,128.0,2.0,0.0,2048.0,4096.0,0.0,0.0,0.494,0.189,0.009,1.0,0.0,7.0,17.0,35.0,5.0,4.0,17.0,18.0,22.0,0.0,0.0,0.0,1.0,Backdoor,Attack,16.0,16.0,0.0,Malicious,,,,,,,,,,
84.0,0.065,tcp,-,FIN,5.0,1.0,115.0,93.0,1170.5,1769.23,1430.77,23.0,93.0,0.013,0.065,0.38,0.548,0.0,255.0,255.0,0.0,0.0,1024.0,1024.0,0.0,0.0,0.302,0.114,0.047,2.0,0.0,14.0,1.0,40.0,5.0,1.0,19.0,27.0,24.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
85.0,1.532,tcp,-,CON,256.0,72.0,23125.0,20135.0,95.1,15094.65,13142.95,90.33,279.65,0.006,0.0213,0.447,0.46,0.0,64.0,255.0,8.0,1.0,8192.0,4096.0,0.0,0.0,0.434,0.114,0.041,0.0,0.0,20.0,38.0,16.0,1.0,0.0,9.0,10.0,49.0,0.0,0.0,0.0,0.0,Worms,Attack,76.0,51.0,25.0,Malicious,,,,,,,,,,
86.0,9.791,tcp,-,CON,383.0,166.0,12096.0,2927.0,117.5,1235.42,298.95,31.58,17.63,0.0256,0.059,0.28,0.858,0.0,128.0,128.0,53.0,11.0,512.0,512.0,0.0,0.0,0.153,0.183,0.077,0.0,0.0,10.0,57.0,24.0,4.0,0.0,5.0,6.0,24.0,0.0,0.0,0.0,1.0,Worms,Attack,114.0,76.0,38.0,Malicious,,,,,,,,,,
87.0,0.023,tcp,-,RST,4.0,2.0,305.0,311.0,351.8,13260.87,13521.74,76.25,155.5,0.0057,0.0115,0.862,0.923,0.0,64.0,255.0,0.0,0.0,4096.0,2048.0,0.0,0.0,0.249,0.125,0.078,3.0,0.0,3.0,89.0,4.0,2.0,3.0,14.0,31.0,60.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
88.0,1.244,tcp,-,FIN,98.0,66.0,2957.0,2123.0,36.9,2377.01,1706.59,30.17,32.17,0.0127,0.0188,0.259,0.43,0.0,255.0,64.0,9.0,3.0,1024.0,512.0,0.0,0.0,0.438,0.17,0.023,0.0,0.0,10.0,60.0,44.0,8.0,3.0,18.0,25.0,30.0,0.0,0.0,0.0,0.0,Exploits,Attack,19.0,19.0,9.0,Malicious,,,,,,,,,,
89.0,45.662,tcp,-,CON,1528.0,753.0,31910.0,14553.0,56.1,698.83,318.71,20.88,19.33,0.0299,0.0606,0.111,0.439,0.0,255.0,128.0,239.0,58.0,2048.0,1024.0,0.0,0.0,0.109,0.18,0.05,1.0,0.0,17.0,64.0,6.0,0.0,0.0,5.0,41.0,21.0,0.0,0.0,0.0,1.0,DoS,Attack,1222.0,152.0,152.0,Malicious,,,,,,,,,,
91.0,58.495,tcp,-,CON,2015.0,1525.0,92969.0,35497.0,77.5,1589.35,606.84,46.14,23.28,0.029,0.0384,0.525,0.432,0.0,64.0,64.0,192.0,72.0,512.0,1024.0,0.0,0.0,0.153,0.126,0.018,1.0,0.0,17.0,78.0,2.0,8.0,1.0,18.0,27.0,29.0,0.0,0.0,0.0,1.0,DoS,Attack,1612.0,201.0,201.0,Malicious,,,,,,,,,,
93.0,11.932,tcp,ssh,CON,92.0,16.0,9056.0,7966.0,14.8,758.97,667.62,98.43,497.88,0.1297,0.7458,0.786,0.089,0.0,255.0,128.0,4.0,0.0,8192.0,2048.0,0.0,0.0,0.215,0.177,0.095,0.0,0.0,13.0,36.0,13.0,1.0,3.0,3.0,43.0,28.0,0.0,0.0,0.0,0.0,Backdoor,Attack,9.0,9.0,0.0,Malicious,,,,,,,,,,
95.0,0.021,tcp,-,FIN,4.0,1.0,169.0,54.0,539.1,8047.62,2571.43,42.25,54.0,0.0053,0.021,0.052,0.64,0.0,255.0,64.0,0.0,0.0,4096.0,512.0,0.0,0.0,0.12,0.044,0.013,3.0,0.0,12.0,87.0,47.0,3.0,3.0,20.0,19.0,97.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
96.0,55.593,tcp,-,CON,1484.0,414.0,116751.0,125171.0,189.8,2100.1,2251.56,78.67,302.35,0.0375,0.1343,0.697,0.922,0.0,128.0,255.0,199.0,27.0,4096.0,2048.0,0.0,0.0,0.357,0.039,0.06,1.0,0.0,19.0,56.0,41.0,7.0,0.0,16.0,23.0,53.0,0.0,0.0,0.0,1.0,DoS,Attack,1187.0,148.0,148.0,Malicious,,,,,,,,,,
97.0,23.615,tcp,-,CON,2401.0,1125.0,137726.0,162369.0,176.0,5832.14,6875.67,57.36,144.33,0.0098,0.021,0.408,0.552,0.0,255.0,128.0,432.0,101.0,8192.0,8192.0,0.0,0.0,0.134,0.047,0.053,3.0,0.0,5.0,58.0,35.0,7.0,2.0,11.0,36.0,98.0,0.0,0.0,0.0,1.0,DoS,Attack,1920.0,240.0,240.0,Malicious,,,,,,,,,,
98.0,0.097,tcp,-,RST,4.0,1.0,355.0,373.0,100.6,3659.79,3845.36,88.75,373.0,0.0243,0.097,0.018,0.603,0.0,64.0,128.0,0.0,0.0,4096.0,1024.0,0.0,0.0,0.189,0.083,0.059,1.0,0.0,4.0,7.0,19.0,6.0,4.0,14.0,16.0,21.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
99.0,0.05,tcp,-,RST,2.0,0.0,250.0,107.0,1993.0,5000.0,2140.0,125.0,107.0,0.025,0.05,0.975,0.65,0.0,128.0,255.0,0.0,0.0,2048.0,2048.0,0.0,0.0,0.108,0.139,0.012,0.0,0.0,12.0,65.0,5.0,4.0,3.0,15.0,3.0,8.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
101.0,22.436,tcp,-,CON,538.0,217.0,111188.0,23499.0,120.3,4955.79,1047.38,206.67,108.29,0.0417,0.1034,0.119,0.118,0.0,64.0,255.0,31.0,6.0,512.0,512.0,0.0,0.0,0.328,0.152,0.06,3.0,0.0,8.0,23.0,45.0,8.0,3.0,2.0,36.0,32.0,0.0,0.0,0.0,0.0,DoS,Attack,430.0,53.0,53.0,Malicious,,,,,,,,,,
102.0,45.73,tcp,-,CON,2182.0,1432.0,107750.0,68261.0,161.6,2356.22,1492.7,49.38,47.67,0.021,0.0319,0.184,0.081,0.0,255.0,128.0,191.0,62.0,2048.0,512.0,0.0,0.0,0.22,0.141,0.011,0.0,0.0,14.0,36.0,3.0,0.0,2.0,5.0,41.0,34.0,0.0,0.0,0.0,0.0,DoS,Attack,1745.0,218.0,218.0,Malicious,,,,,,,,,,
103.0,7.102,tcp,telnet,CON,174.0,136.0,3064.0,967.0,22.0,431.43,136.16,17.61,7.11,0.0408,0.0522,0.819,0.128,0.0,255.0,128.0,0.0,0.0,512.0,512.0,0.0,0.0,0.149,0.014,0.046,0.0,0.0,3.0,56.0,7.0,5.0,1.0,18.0,4.0,76.0,0.0,0.0,0.0,1.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
104.0,50.645,tcp,-,CON,2168.0,1729.0,75612.0,59366.0,158.9,1492.98,1172.2,34.88,34.34,0.0234,0.0293,0.378,0.241,0.0,255.0,255.0,354.0,141.0,512.0,512.0,0.0,0.0,0.11,0.058,0.031,3.0,0.0,5.0,60.0,12.0,0.0,2.0,13.0,21.0,28.0,0.0,0.0,0.0,1.0,DoS,Attack,1734.0,216.0,216.0,Malicious,,,,,,,,,,
106.0,3.962,tcp,ftp,RST,29.0,22.0,3193.0,671.0,33.0,805.91,169.36,110.1,30.5,0.1366,0.1801,0.069,0.96,0.0,128.0,64.0,0.0,0.0,2048.0,2048.0,0.0,0.0,0.244,0.18,0.036,1.0,0.0,16.0,41.0,31.0,5.0,4.0,9.0,19.0,16.0,0.0,4.0,0.0,1.0,Exploits,Attack,5.0,5.0,2.0,Malicious,,,,,,,,,,
107.0,58.109,tcp,-,CON,1714.0,744.0,48960.0,52318.0,83.5,842.55,900.34,28.56,70.32,0.0339,0.0781,0.012,0.97,0.0,128.0,64.0,333.0,72.0,4096.0,8192.0,0.0,0.0,0.031,0.179,0.055,2.0,0.0,15.0,79.0,47.0,8.0,3.0,18.0,29.0,21.0,0.0,0.0,0.0,1.0,DoS,Attack,1371.0,171.0,171.0,Malicious,,,,,,,,,,
108.0,55.269,tcp,-,CON,575.0,200.0,84163.0,96792.0,192.6,1522.79,1751.29,146.37,483.96,0.0961,0.2763,0.632,0.448,0.0,255.0,64.0,78.0,13.0,1024.0,4096.0,0.0,0.0,0.154,0.072,0.069,3.0,0.0,6.0,79.0,37.0,4.0,3.0,18.0,1.0,39.0,0.0,0.0,0.0,1.0,DoS,Attack,460.0,57.0,57.0,Malicious,,,,,,,,,,
109.0,1.064,udp,ftp,CON,95.0,74.0,2621.0,1798.0,92.8,2463.35,1689.85,27.59,24.3,0.0112,0.0144,0.616,0.157,92.8,128.0,64.0,4.0,1.0,2048.0,512.0,0.0,0.0,0.031,0.031,0.062,2.0,0.0,15.0,84.0,17.0,7.0,1.0,7.0,35.0,35.0,0.0,4.0,0.0,1.0,Exploits,Attack,19.0,19.0,9.0,Malicious,,,,,,,,,,
111.0,0.011,tcp,-,RST,9.0,6.0,51.0,27.0,1363.3,4636.36,2454.55,5.67,4.5,0.0012,0.0018,0.795,0.927,0.0,128.0,255.0,0.0,0.0,4096.0,8192.0,0.0,0.0,0.125,0.086,0.019,3.0,0.0,14.0,74.0,5.0,2.0,2.0,3.0,29.0,60.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
112.0,7.664,tcp,telnet,CON,105.0,20.0,8992.0,4194.0,37.9,1173.28,547.23,85.64,209.7,0.073,0.3832,0.633,0.494,0.0,64.0,255.0,1.0,0.0,4096.0,8192.0,0.0,0.0,0.291,0.169,0.043,1.0,0.0,6.0,23.0,6.0,9.0,3.0,20.0,44.0,31.0,0.0,0.0,0.0,1.0,Backdoor,Attack,10.0,10.0,0.0,Malicious,,,,,,,,,,
113.0,3.476,udp,-,FIN,32.0,11.0,2689.0,802.0,69.4,773.59,230.72,84.03,72.91,0.1086,0.316,0.265,0.021,69.4,128.0,64.0,2.0,0.0,4096.0,8192.0,0.0,0.0,0.05,0.194,0.033,2.0,0.0,18.0,46.0,44.0,10.0,5.0,9.0,40.0,62.0,0.0,0.0,0.0,0.0,Exploits,Attack,6.0,6.0,3.0,Malicious,,,,,,,,,,
114.0,25.572,tcp,-,CON,2918.0,1499.0,93244.0,54016.0,161.6,3646.33,2112.31,31.95,36.03,0.0088,0.0171,0.788,0.604,0.0,128.0,64.0,235.0,60.0,2048.0,2048.0,0.0,0.0,0.066,0.089,0.087,2.0,0.0,4.0,99.0,26.0,8.0,0.0,18.0,30.0,53.0,0.0,0.0,0.0,0.0,DoS,Attack,2334.0,291.0,291.0,Malicious,,,,,,,,,,
115.0,14.957,tcp,telnet,CON,177.0,69.0,4430.0,3200.0,38.0,296.18,213.95,25.03,46.38,0.0845,0.2168,0.467,0.297,0.0,128.0,255.0,0.0,0.0,512.0,4096.0,0.0,0.0,0.428,0.146,0.061,3.0,0.0,9.0,5.0,45.0,5.0,1.0,15.0,29.0,31.0,0.0,0.0,0.0,1.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
116.0,8.715,tcp,-,CON,308.0,224.0,3898.0,4613.0,42.6,447.27,529.32,12.66,20.59,0.0283,0.0389,0.184,0.894,0.0,255.0,128.0,14.0,5.0,512.0,512.0,0.0,0.0,0.331,0.039,0.047,3.0,0.0,1.0,3.0,34.0,4.0,4.0,10.0,2.0,65.0,0.0,0.0,0.0,1.0,Worms,Attack,92.0,61.0,30.0,Malicious,,,,,,,,,,
117.0,17.521,tcp,-,CON,1352.0,844.0,87680.0,102578.0,176.3,5004.28,5854.57,64.85,121.54,0.013,0.0208,0.469,0.415,0.0,128.0,128.0,237.0,74.0,512.0,4096.0,0.0,0.0,0.144,0.021,0.087,2.0,0.0,13.0,93.0,11.0,7.0,1.0,20.0,35.0,4.0,0.0,0.0,0.0,1.0,DoS,Attack,1081.0,135.0,135.0,Malicious,,,,,,,,,,
118.0,47.073,tcp,-,CON,1422.0,927.0,35789.0,34085.0,156.0,760.29,724.09,25.17,36.77,0.0331,0.0508,0.143,0.205,0.0,255.0,64.0,237.0,77.0,2048.0,1024.0,0.0,0.0,0.36,0.104,0.077,0.0,0.0,2.0,22.0,20.0,9.0,5.0,19.0,19.0,57.0,0.0,0.0,0.0,0.0,DoS,Attack,1137.0,142.0,142.0,Malicious,,,,,,,,,,
119.0,53.867,tcp,-,CON,2134.0,554.0,145975.0,148489.0,133.3,2709.92,2756.59,68.4,268.03,0.0252,0.0972,0.242,0.093,0.0,64.0,255.0,276.0,35.0,1024.0,8192.0,0.0,0.0,0.45,0.181,0.065,3.0,0.0,8.0,61.0,27.0,3.0,0.0,4.0,43.0,56.0,0.0,0.0,0.0,1.0,DoS,Attack,1707.0,213.0,213.0,Malicious,,,,,,,,,,
120.0,24.782,tcp,-,CON,1295.0,858.0,94163.0,58052.0,182.5,3799.65,2342.51,72.71,67.66,0.0191,0.0289,0.122,0.356,0.0,255.0,128.0,127.0,42.0,512.0,2048.0,0.0,0.0,0.454,0.062,0.067,3.0,0.0,6.0,59.0,1.0,4.0,4.0,6.0,33.0,14.0,0.0,0.0,0.0,1.0,DoS,Attack,1036.0,129.0,129.0,Malicious,,,,,,,,,,
121.0,10.749,tcp,ssh,CON,182.0,22.0,9984.0,9134.0,30.3,928.83,849.75,54.86,415.18,0.0591,0.4886,0.543,0.159,0.0,64.0,64.0,4.0,0.0,8192.0,512.0,0.0,0.0,0.11,0.027,0.02,0.0,0.0,9.0,57.0,43.0,6.0,3.0,20.0,29.0,54.0,0.0,0.0,0.0,1.0,Backdoor,Attack,18.0,18.0,0.0,Malicious,,,,,,,,,,
122.0,59.503,tcp,-,CON,654.0,200.0,70017.0,65869.0,154.6,1176.7,1106.99,107.06,329.35,0.091,0.2975,0.359,0.294,0.0,128.0,64.0,101.0,15.0,2048.0,1024.0,0.0,0.0,0.407,0.164,0.087,2.0,0.0,13.0,17.0,43.0,10.0,2.0,15.0,21.0,97.0,0.0,0.0,0.0,0.0,DoS,Attack,523.0,65.0,65.0,Malicious,,,,,,,,,,
123.0,37.281,tcp,-,CON,2136.0,1149.0,122856.0,142659.0,185.8,3295.41,3826.59,57.52,124.16,0.0175,0.0324,0.069,0.101,0.0,255.0,64.0,169.0,45.0,4096.0,2048.0,0.0,0.0,0.019,0.028,0.07,2.0,0.0,3.0,99.0,18.0,5.0,5.0,17.0,26.0,87.0,0.0,0.0,0.0,1.0,DoS,Attack,1708.0,213.0,213.0,Malicious,,,,,,,,,,
124.0,21.461,tcp,-,CON,116.0,24.0,2704.0,1443.0,15.7,126.0,67.24,23.31,60.12,0.185,0.8942,0.106,0.699,0.0,255.0,255.0,5.0,0.0,2048.0,4096.0,0.0,0.0,0.103,0.178,0.096,3.0,0.0,4.0,90.0,8.0,10.0,5.0,18.0,47.0,28.0,0.0,0.0,0.0,1.0,Backdoor,Attack,11.0,11.0,0.0,Malicious,,,,,,,,,,
128.0,24.273,tcp,telnet,CON,65.0,8.0,4067.0,4712.0,13.3,167.55,194.13,62.57,589.0,0.3734,3.0341,0.771,0.068,0.0,64.0,128.0,0.0,0.0,2048.0,4096.0,0.0,0.0,0.42,0.093,0.092,2.0,0.0,1.0,60.0,19.0,10.0,4.0,6.0,5.0,57.0,0.0,0.0,0.0,1.0,Backdoor,Attack,6.0,6.0,0.0,Malicious,,,,,,,,,,
129.0,5.613,tcp,-,CON,493.0,172.0,18994.0,4785.0,123.3,3383.93,852.49,38.53,27.82,0.0114,0.0326,0.259,0.165,0.0,128.0,255.0,22.0,3.0,4096.0,4096.0,0.0,0.0,0.172,0.154,0.054,0.0,0.0,16.0,98.0,21.0,3.0,2.0,11.0,27.0,6.0,0.0,0.0,0.0,0.0,Worms,Attack,147.0,98.0,49.0,Malicious,,,,,,,,,,
131.0,22.298,tcp,-,CON,2897.0,641.0,52446.0,54665.0,57.7,2352.05,2451.57,18.1,85.28,0.0077,0.0348,0.697,0.997,0.0,255.0,64.0,152.0,16.0,2048.0,512.0,0.0,0.0,0.449,0.119,0.092,1.0,0.0,7.0,28.0,48.0,7.0,2.0,19.0,49.0,68.0,0.0,0.0,0.0,1.0,DoS,Attack,2317.0,289.0,289.0,Malicious,,,,,,,,,,
132.0,20.467,tcp,-,CON,1138.0,849.0,33717.0,27589.0,105.3,1647.38,1347.97,29.63,32.5,0.018,0.0241,0.747,0.037,0.0,255.0,255.0,135.0,50.0,4096.0,2048.0,0.0,0.0,0.134,0.146,0.09,0.0,0.0,16.0,42.0,12.0,7.0,1.0,12.0,17.0,44.0,0.0,0.0,0.0,1.0,DoS,Attack,910.0,113.0,113.0,Malicious,,,,,,,,,,
133.0,0.058,tcp,-,RST,6.0,3.0,187.0,102.0,1574.0,3224.14,1758.62,31.17,34.0,0.0097,0.0193,0.941,0.072,0.0,64.0,128.0,0.0,0.0,512.0,2048.0,0.0,0.0,0.272,0.178,0.013,3.0,0.0,19.0,52.0,46.0,10.0,3.0,10.0,8.0,52.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
135.0,40.404,tcp,-,CON,1858.0,754.0,86886.0,80490.0,132.1,2150.43,1992.13,46.76,106.75,0.0217,0.0536,0.91,0.298,0.0,255.0,64.0,218.0,44.0,4096.0,2048.0,0.0,0.0,0.267,0.143,0.081,2.0,0.0,6.0,78.0,39.0,1.0,1.0,10.0,7.0,75.0,0.0,0.0,0.0,0.0,DoS,Attack,1486.0,185.0,185.0,Malicious,,,,,,,,,,
136.0,2.73,udp,ftp,RST,12.0,8.0,2447.0,1044.0,90.0,896.34,382.42,203.92,130.5,0.2275,0.3412,0.882,0.106,90.0,255.0,255.0,0.0,0.0,1024.0,512.0,0.0,0.0,0.494,0.094,0.01,3.0,0.0,6.0,68.0,41.0,9.0,3.0,5.0,44.0,32.0,0.0,0.0,0.0,0.0,Exploits,Attack,2.0,2.0,1.0,Malicious,,,,,,,,,,
137.0,27.362,tcp,-,CON,100.0,14.0,1317.0,1043.0,42.1,48.13,38.12,13.17,74.5,0.2736,1.9544,0.678,0.566,0.0,255.0,128.0,1.0,0.0,512.0,512.0,0.0,0.0,0.141,0.177,0.081,2.0,0.0,20.0,19.0,5.0,2.0,2.0,20.0,41.0,75.0,0.0,0.0,0.0,1.0,Backdoor,Attack,10.0,10.0,0.0,Malicious,,,,,,,,,,
138.0,0.082,tcp,-,RST,7.0,4.0,113.0,112.0,450.7,1378.05,1365.85,16.14,28.0,0.0117,0.0205,0.295,0.793,0.0,128.0,255.0,0.0,0.0,4096.0,4096.0,0.0,0.0,0.101,0.184,0.045,2.0,0.0,6.0,64.0,45.0,7.0,2.0,17.0,18.0,11.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
139.0,10.751,tcp,ssh,CON,46.0,32.0,1988.0,2273.0,23.9,184.91,211.42,43.22,71.03,0.2337,0.336,0.398,0.274,0.0,255.0,255.0,1.0,0.0,1024.0,4096.0,0.0,0.0,0.492,0.088,0.09,3.0,0.0,15.0,44.0,11.0,5.0,2.0,11.0,50.0,73.0,0.0,0.0,0.0,0.0,Backdoor,Attack,4.0,4.0,0.0,Malicious,,,,,,,,,,
140.0,3.37,tcp,http,CON,314.0,34.0,13639.0,6598.0,128.1,4047.18,1957.86,43.44,194.06,0.0107,0.0991,0.226,0.73,0.0,128.0,128.0,9.0,0.0,4096.0,512.0,0.0,0.0,0.303,0.022,0.088,1.0,1171.0,17.0,22.0,44.0,6.0,1.0,5.0,18.0,39.0,0.0,0.0,2.0,1.0,Worms,Attack,94.0,62.0,31.0,Malicious,,,,,,,,,,
142.0,0.065,tcp,-,SYN,8.0,3.0,164.0,181.0,1562.9,2523.08,2784.62,20.5,60.33,0.0081,0.0217,0.557,0.256,0.0,255.0,128.0,0.0,0.0,2048.0,4096.0,0.0,0.0,0.158,0.149,0.086,0.0,0.0,12.0,79.0,28.0,4.0,5.0,2.0,5.0,86.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
143.0,40.305,tcp,-,CON,1618.0,1214.0,121573.0,115004.0,111.3,3016.33,2853.34,75.14,94.73,0.0249,0.0332,0.991,0.205,0.0,64.0,64.0,307.0,115.0,512.0,8192.0,0.0,0.0,0.196,0.186,0.074,3.0,0.0,20.0,77.0,40.0,3.0,4.0,13.0,29.0,57.0,0.0,0.0,0.0,1.0,DoS,Attack,1294.0,161.0,161.0,Malicious,,,,,,,,,,
144.0,0.025,tcp,-,SYN,2.0,0.0,364.0,97.0,930.6,14560.0,3880.0,182.0,97.0,0.0125,0.025,0.097,0.405,0.0,128.0,64.0,0.0,0.0,8192.0,4096.0,0.0,0.0,0.301,0.12,0.068,2.0,0.0,9.0,93.0,43.0,9.0,1.0,11.0,6.0,75.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
145.0,15.146,tcp,-,CON,2432.0,431.0,96907.0,63667.0,140.6,6398.19,4203.55,39.85,147.72,0.0062,0.0351,0.54,0.486,0.0,128.0,255.0,304.0,27.0,2048.0,4096.0,0.0,0.0,0.21,0.157,0.006,2.0,0.0,17.0,70.0,32.0,7.0,0.0,20.0,3.0,56.0,0.0,0.0,0.0,1.0,DoS,Attack,1945.0,243.0,243.0,Malicious,,,,,,,,,,
146.0,0.012,tcp,-,RST,5.0,1.0,332.0,148.0,1005.7,27666.67,12333.33,66.4,148.0,0.0024,0.012,0.394,0.549,0.0,64.0,128.0,0.0,0.0,1024.0,512.0,0.0,0.0,0.376,0.146,0.055,2.0,0.0,5.0,6.0,23.0,8.0,2.0,6.0,50.0,88.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
147.0,0.928,tcp,http,RST,63.0,30.0,3897.0,4454.0,31.7,4199.35,4799.57,61.86,148.47,0.0147,0.0309,0.197,0.887,0.0,255.0,255.0,0.0,0.0,1024.0,1024.0,0.0,0.0,0.326,0.064,0.083,0.0,1371.0,17.0,29.0,41.0,3.0,0.0,4.0,27.0,43.0,0.0,0.0,3.0,0.0,Exploits,Attack,12.0,12.0,6.0,Malicious,,,,,,,,,,
148.0,58.399,tcp,-,CON,1262.0,482.0,78871.0,53635.0,113.1,1350.55,918.42,62.5,111.28,0.0463,0.1212,0.639,0.805,0.0,255.0,64.0,211.0,40.0,512.0,512.0,0.0,0.0,0.453,0.127,0.098,1.0,0.0,7.0,3.0,40.0,2.0,1.0,5.0,31.0,86.0,0.0,0.0,0.0,0.0,DoS,Attack,1009.0,126.0,126.0,Malicious,,,,,,,,,,
149.0,22.367,tcp,telnet,CON,121.0,62.0,3322.0,1709.0,41.3,148.52,76.41,27.45,27.56,0.1849,0.3608,0.79,0.691,0.0,255.0,64.0,5.0,1.0,8192.0,2048.0,0.0,0.0,0.265,0.026,0.096,1.0,0.0,4.0,81.0,42.0,0.0,2.0,15.0,3.0,75.0,0.0,0.0,0.0,1.0,Backdoor,Attack,12.0,12.0,0.0,Malicious,,,,,,,,,,
150.0,28.881,tcp,ftp,CON,173.0,74.0,3120.0,858.0,37.8,108.03,29.71,18.03,11.59,0.1669,0.3903,0.688,0.435,0.0,64.0,255.0,4.0,0.0,4096.0,2048.0,0.0,0.0,0.131,0.166,0.081,0.0,0.0,19.0,88.0,50.0,0.0,4.0,16.0,19.0,100.0,1.0,1.0,0.0,1.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
151.0,47.619,tcp,-,CON,1667.0,1088.0,109076.0,123357.0,196.1,2290.6,2590.5,65.43,113.38,0.0286,0.0438,0.056,0.737,0.0,64.0,128.0,332.0,108.0,8192.0,8192.0,0.0,0.0,0.277,0.144,0.097,2.0,0.0,15.0,57.0,29.0,10.0,1.0,17.0,31.0,95.0,0.0,0.0,0.0,0.0,DoS,Attack,1333.0,166.0,166.0,Malicious,,,,,,,,,,
152.0,16.685,tcp,ssh,CON,96.0,76.0,8878.0,10575.0,15.4,532.09,633.8,92.48,139.14,0.1738,0.2195,0.65,0.608,0.0,128.0,64.0,4.0,1.0,1024.0,8192.0,0.0,0.0,0.261,0.054,0.022,1.0,0.0,3.0,98.0,36.0,3.0,4.0,7.0,15.0,43.0,0.0,0.0,0.0,0.0,Backdoor,Attack,9.0,9.0,0.0,Malicious,,,,,,,,,,
